Movement-GPSTrack,"Natalie","Jan 18, 2015 12:25 pm","TRKPT","2015-01-19T00:40:35.63Z",70.739,2015-01-19T00:40:35.0000000Z,"{  \"x\": -121.62244749999996,  \"y\": 36.860752200000093,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-GPSTrack,"Natalie","Jan 18, 2015 12:25 pm","TRKPT","2015-01-19T00:40:38.756Z",67.767,2015-01-19T00:40:38.0000000Z,"{  \"x\": -121.62315239999998,  \"y\": 36.860137400000042,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-GPSTrack,"Natalie","Jan 18, 2015 12:25 pm","TRKPT","2015-01-19T00:40:41.761Z",63.57,2015-01-19T00:40:41.0000000Z,"{  \"x\": -121.62389759999985,  \"y\": 36.85962910000012,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-GPSTrack,"Natalie","Jan 18, 2015 12:25 pm","TRKPT","2015-01-19T00:40:43.729Z",59.336,2015-01-19T00:40:43.0000000Z,"{  \"x\": -121.62443119999995,  \"y\": 36.85936890000005,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-GPSTrack,"Natalie","Jan 18, 2015 12:25 pm","TRKPT","2015-01-19T00:40:45.76Z",56.612,2015-01-19T00:40:45.0000000Z,"{  \"x\": -121.62500459999995,  \"y\": 36.859144700000172,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-GPSTrack,"Natalie","Jan 18, 2015 12:25 pm","TRKPT","2015-01-19T00:40:48.697Z",55.617,2015-01-19T00:40:48.0000000Z,"{  \"x\": -121.62583909999989,  \"y\": 36.858851600000094,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-GPSTrack,"Natalie","Jan 18, 2015 12:25 pm","TRKPT","2015-01-19T00:40:50.718Z",55.519,2015-01-19T00:40:50.0000000Z,"{  \"x\": -121.62640419999997,  \"y\": 36.8586456000001,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-GPSTrack,"Natalie","Jan 18, 2015 12:25 pm","TRKPT","2015-01-19T00:40:52.675Z",55.449,2015-01-19T00:40:52.0000000Z,"{  \"x\": -121.62694979999998,  \"y\": 36.858443400000056,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-GPSTrack,"Natalie","Jan 18, 2015 12:25 pm","TRKPT","2015-01-19T00:40:55.627Z",54.823,2015-01-19T00:40:55.0000000Z,"{  \"x\": -121.62778369999995,  \"y\": 36.858136200000047,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-GPSTrack,"Natalie","Jan 18, 2015 12:25 pm","TRKPT","2015-01-19T00:40:58.619Z",53.799,2015-01-19T00:40:58.0000000Z,"{  \"x\": -121.62863259999995,  \"y\": 36.857815400000106,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-GPSTrack,"Natalie","Jan 18, 2015 12:25 pm","TRKPT","2015-01-19T00:41:00.594Z",52.995,2015-01-19T00:41:00.0000000Z,"{  \"x\": -121.62917219999997,  \"y\": 36.85757290000015,  \"spatialReference\": {    \"wkid\": 4326  }}"
